event_id,user_id,session_id,event_type,event_timestamp,product_id,country,device,channel
cfd2dd86-c1fb-4c0c-94be-2fdd5a2c6aa3,bf5033b6-ce87-4096-93c6-f064e01a64b9,c6e74f57-e888-409a-86a7-14418b329f28,page_view,2025-07-31 4:07:27,,US,android,paid_search
4d201e8f-caa6-4640-a88e-e69eacdb9719,8205bb79-2d3b-4feb-aa3d-6d15c47b0b8e,e650703d-b4f2-445c-94f8-449177fb28d9,purchase,2025-08-11 4:57:40,P1165,US,android,paid_search
c3eef533-9b46-4d28-884e-fec65f6eaa6b,bc43bbbb-a716-4677-b337-a01329e15a61,1600be28-d7bb-4e60-addb-2401edf34358,product_view,2025-05-19 14:40:59,P1086,US,android,organic
4fa09362-72d8-40f5-bfe4-b38addbc4e41,5ffdfc04-eaf0-41d5-bee4-0819752a553a,19081954-0557-4428-97da-3bc860548b93,product_view,2025-04-19 3:29:46,P1401,TH,android,referral
a1d05b96-e8ff-4a85-ac13-4d9e091951fb,49558737-2006-4c3d-9888-27b9d83961e3,b4469b5b-d1a7-4a9f-8e9b-29e366f47365,search,2025-05-09 18:54:00,,ID,android,email
34e26dc7-a2c1-49de-828d-adb168d13bc6,17e1f83b-d354-46af-a556-176a3feea6c1,d5d885c9-9c32-418d-964b-fd69c2b51e99,login,2025-05-23 7:25:44,,ID,IOS,referral
f2d26f6a-c60c-45ca-9376-fea0e8ba76a4,bbb31f04-08a5-4762-8b9d-8040e81deb95,f36d3927-7af2-4bf0-a012-24de3dd8987e,purchase,2025-03-30 2:12:58,P1450,US,android,social
bf07f13d-1746-4941-971e-9de6a10842a5,95c6322c-e227-49c8-8b03-25be46f2cdd9,80004162-fcfd-464e-a8a9-31203256fdfd,product_view,2025-05-02 4:59:37,P1352,TH,android,email
946d3319-0a36-4c41-80db-6deebcfc40c6,2222582c-c461-41ff-8173-6a10567f29bc,aa75339d-eee2-41f6-8ecf-63f0d3e22f9c,search,2025-08-15 17:04:47,,VN,IOS,social
3c550150-2c5c-4877-82f2-11dc19e02c98,798ea85e-e5b0-4bde-a251-c56ff99eb38b,4cbdfe0d-fdf4-4107-b39d-b1b49d1d21ab,purchase,2025-07-20 20:58:02,P1480,ID,IOS,referral
cf93bed3-f59b-4ce6-903b-6ccfccf0005d,f857ce6e-2b59-436c-824b-70b5e82fa206,43769d1e-260a-44e5-9e89-5722f8272fcd,login,2025-07-28 5:04:21,,ID,IOS,organic
afba054c-319c-4ca1-bb2a-f0e371ca54c2,de39c8d1-c9d1-48db-ba3c-49f85eddb5f0,4657a674-2681-4b94-9d84-fac198032627,product_view,2025-04-28 4:54:17,P1041,MY,android,social
c2d986a4-67a1-4a4c-a14f-20fb4b69f24b,f26f03e5-9013-4148-8f4b-00a7dbdd03a2,d473441c-6656-4162-a1bd-102a3fd94bcb,purchase,2025-09-07 9:57:45,P1302,ID,android,referral
9007cb7c-100b-42d0-a8df-ffcacd81189d,ff8ad71f-1de6-4d4d-a087-822045cd78a1,3deb2e1d-5dcc-4a06-b278-0c22cae4768e,add_to_cart,2025-07-04 0:45:24,P1493,VN,android,referral
0361f2bf-7bc3-4709-8210-9d3ff7f39371,20934efc-4466-4e46-8b8e-0bf80cb5fe2f,d9b8f609-55c2-4915-a162-a73063bfd0d0,product_view,2025-07-19 8:59:53,P1442,ID,IOS,organic
019a8577-a991-4a19-9265-0485e7ed066a,7597c8c9-a5d8-42f6-babb-77ba7a2f8102,90cc81b1-d07b-49e7-a887-45a3ba857bed,page_view,2025-07-24 23:01:57,,SG,IOS,referral
7ffaf6c6-d6d4-4d6c-ae81-ba2207d50a96,30cf46ff-63c5-449a-8daa-77ba66879441,9e202886-537e-40e8-a864-865a867e270b,search,2025-04-07 4:28:37,,VN,IOS,email
88fde482-5d94-4146-9460-5c37994e4b1c,80225461-728c-46b0-8d70-20f5454fa96a,d1d71fc0-4aa4-43fb-8a89-09221c2b05ad,product_view,2025-07-20 11:09:26,P1023,VN,android,referral
04a86860-ddb5-4685-9887-57d6601b6317,77b9c038-e577-460a-8964-b89f1c8900c7,36daaf11-b13d-4876-a327-b940841709a9,page_view,2025-04-23 14:20:25,,ID,desktop,
9eedbfce-6e8d-481c-a4c0-f934d409c941,9076c9e5-9a44-460d-83ba-33179a24c96b,2c5d235c-361a-4d05-a4a7-2d9eced42080,page_view,2025-09-21 14:00:47,,ID,android,email
5910703e-72ca-49c6-9ba5-cc035f5f77ca,e35c0c79-a983-436a-bd01-3733b0f713de,c0a25ecd-1508-4b6a-8389-e8b9d0eaea77,logout,2025-05-01 17:55:42,,ID,android,paid_search
36124194-36be-4271-a714-578018ae2c35,51bbab46-1d07-4000-a961-c8f54c3eaf32,a79203d7-b719-4445-8792-abbb50e59c69,add_to_cart,2025-06-16 16:55:49,P1153,MY,IOS,paid_search
2a1be131-b311-49b3-a8f1-0eeacc1c3bf5,10453b79-2a6a-413e-a1ce-16a7b390e95e,d6e89d8c-0434-40cf-a1e8-18de12126f27,login,2025-04-12 2:34:03,,ID,android,referral
4facbca6-a71e-4222-a7d7-0449e0ae704e,b594c2c4-2284-4a62-835b-4f0b25f8d8bb,0e6a5b99-ed05-4652-aafe-9ef208237048,login,2025-05-19 1:40:12,,US,IOS,organic
ec9fca89-2f22-4554-be16-30a62f77e8ac,3c6bb5a7-f025-4557-83f7-c809e60df6e2,55f0a673-9893-45bb-a1df-d135fd0c2cde,search,2025-08-29 10:13:00,,ID,android,paid_search
1c900596-3db5-434b-8082-a2734397b43b,7f4a3239-ec97-40b4-a361-961446b84d3e,a689da84-e914-4bb0-9bda-21da26eaf8cb,page_view,2025-09-18 20:17:51,,SG,IOS,referral
381b0cb8-21c8-4d5b-a715-89f80f0fd490,9efacf5e-54cb-46be-bbab-3b2248a13bb7,dbfef692-67eb-4540-897a-879ca59bc672,product_view,2025-05-26 4:46:37,P1438,AU,android,referral
706024d8-0e94-4f0e-8f3e-aac362598a40,23ea1990-4f99-4780-9407-9d8d62e833ec,30f4d716-75c9-418e-8561-913e4ce0e8bc,login,2025-06-02 22:34:35,,ID,android,
9c89e667-97fa-451d-9842-82ad8c8db2f4,911ef68d-ef6d-49dc-a926-5817f0f31578,99e6b273-673e-4cd4-bf61-f55f443167e1,page_view,2025-09-01 5:20:24,,ID,desktop,email
0b26c1ab-d600-44df-b470-ba0d1ad82f75,fdb69c1d-4cfc-4fb9-8da4-0ef5b5e97abf,054dbd1a-36d4-4cda-b1da-8a19c1fe6f64,product_view,2025-06-15 19:18:10,P1086,US,IOS,social
c3dcb5b1-755b-4588-8981-24130767867c,f71010ee-e2f1-44ef-b83e-de5472e564d8,90249703-7990-4594-ada6-593f5b68727d,page_view,2025-05-26 17:20:45,,ID,android,direct
b5e7838c-f8fa-45c5-98ef-fed0d7eac29d,07855073-1c1b-428e-b74b-6b94b360c102,037980c7-177f-4fac-a4b9-f72d529daf41,product_view,2025-08-20 13:16:11,P1085,MY,android,email
766e1e68-0585-4dcf-9d8d-08c1a0baa1d4,ac3f406d-223b-4f2a-ae6d-3558b48dbb03,0057c792-65ca-4daf-a6c1-ae997d307763,product_view,2025-08-26 16:10:31,P1484,MY,IOS,email
7f1fb8b1-0bd2-466d-a8f9-2265b98ebc34,5a8f280a-6e6c-40f8-921e-facff3925681,02e07c40-1f83-41dd-8256-17906ee8aa7c,product_view,2025-05-22 11:30:02,P1423,AU,android,referral
17b80ec2-cb6e-4b53-a2ac-b3666c15faa1,3d1fd90e-5fe5-4438-8a97-023bb9b080d9,3dc77eee-27bb-4b25-a4ce-3384bb44e2df,add_to_cart,2025-04-28 2:52:16,P1409,ID,IOS,paid_search
5a05f054-b5e3-4dfa-9916-ae0841a82153,8b65bc81-6795-4500-8b0e-88be42988464,405b79cf-c70b-4558-8885-29fe8415d09c,page_view,2025-08-09 15:55:56,,US,android,email
b2fea65b-fdb1-4bc3-9044-e6ebc07fc62c,c140cf74-086a-4f2b-b816-db4c031c489d,2b7215aa-b77e-4646-adc1-6bdc68ad5630,login,2025-06-19 20:24:23,,US,android,referral
bf8d1a3a-177e-4ca9-8d1d-757f77fb02e3,83497697-608f-4889-8978-88d5832b222e,913c35ef-b371-43c2-8df1-33b10bd54445,login,2025-09-19 19:43:22,,ID,IOS,direct
abd83d5f-8b3e-4b84-b3a9-a5a55a230e81,fa0145e2-19f5-43a0-b96d-8909a286bd2d,384232c6-d9f8-4319-80c9-f96c5ce02e62,page_view,2025-06-10 8:16:38,,SG,android,paid_search
deb95ef6-802c-4533-b0ee-e02c322cb147,0f44e6c0-a003-4458-ae53-41bf8cd8fb3b,80c69b32-8823-4591-9124-cd21e9adf4ea,page_view,2025-04-10 21:55:11,,ID,IOS,email
8e0003c4-410e-4c64-8140-1981a89fd36d,a81f9f6c-0250-4121-b587-e75b7ba44f5e,975c3a4c-da8f-4951-91fb-fa342f691bdb,page_view,2025-08-19 10:45:38,,US,IOS,organic
e626f12c-16ed-424f-b63e-ec4182026654,0b736690-8b80-442d-bc06-473a8cceaa07,63314377-acd6-483b-9a54-2529f6230c67,page_view,2025-04-02 0:42:22,,ID,android,direct
5d4a279c-01cf-47ac-a1c9-0d6e5de4c9e3,e80d432f-b919-4f66-a53d-11866efb5240,c282b266-de61-42c0-9f02-6d597a95e467,page_view,2025-06-26 21:43:00,,MY,IOS,referral
fbc0a5f0-d424-4ebb-b687-a3eed7ac92e6,c4145392-c33e-4008-b83d-b0047c14b926,feb2c0c8-8a9e-4b02-971e-502674c46faf,logout,2025-08-16 17:38:03,,ID,android,social
058e8c6a-7c50-44ba-b5b4-d2fea5ae6915,a1d60a62-8422-4eb3-8dd7-2017eb26dac2,031709b1-9cc9-4d6d-a76e-e633d998fb42,search,2025-05-18 14:58:22,,ID,desktop,social
6496bffd-f65f-444f-80d6-0033a3c782ad,6d53b86b-059f-4800-b7ca-e8a3ff6a3bfa,f13be1a3-f7bd-4841-972f-8f8cfd780490,login,2025-06-08 20:13:13,,MY,IOS,paid_search
130ac331-0327-4145-93e6-c4fdb4cb419d,c9d6ea82-cbd3-4f1b-ad19-c0a1d670c188,4f668c2e-f6a3-4a47-8e14-5bddbc53f893,page_view,2025-06-08 15:25:10,,VN,IOS,paid_search
f180d969-6dae-4912-94ad-8443dee35e0f,0aaff676-c0d3-4f36-9543-4028fb6aed46,d5723929-f11c-4910-b29e-18c8f772daa9,page_view,2025-07-19 22:45:59,,PH,android,organic
f9ad702c-ad58-49ba-95cb-40dbc8662dae,3cb3e8f8-20bc-45c0-ab7a-213f95ec21c8,9d768a6e-0e27-4349-a084-4d374e22f290,page_view,2025-06-28 1:45:45,,ID,IOS,organic
fada33a6-03ea-4dfd-9f43-ca6b65d06b8e,bc68232d-4923-480e-aead-54ca2a65b7a8,e0e161c7-7b85-42ac-828a-69bbfae13738,page_view,2025-05-05 15:50:11,,ID,android,referral
42b03385-fbaa-42a1-a51e-6c0df0f6010b,e31ebc8f-0eeb-4891-b486-be2650ee6c86,12db5dd0-874c-4f50-b64f-e02f8884c25b,product_view,2025-05-31 12:12:21,P1376,ID,IOS,social
76ecbe1d-2795-4238-83d5-ffb30903f122,928f1849-99af-4b0d-adcc-95e7e4271cc4,380f49a2-4e07-4beb-a0e8-51c2f6fad594,page_view,2025-04-01 10:08:07,,ID,IOS,social
6b492258-dc65-442e-90d2-1610138ec708,31dc50c0-4ec1-4ac4-9aec-3c56c829de1c,624b963e-721c-4804-b462-c6f4a1e3bc97,login,2025-06-17 15:28:29,,ID,android,referral
ce2ea91a-1c7c-4990-b040-0715fce1a193,ea1324ac-b9d1-4638-a58f-ebc03eac0a85,7db671fc-5d6f-4e45-b807-6e6696e0a3cf,page_view,2025-06-29 18:47:08,,PH,android,direct
de54f40d-468f-4ff7-b844-ba28eb35baee,a2272558-b058-49f9-b68a-2d8fa8f128d0,3788cac6-1c21-4333-ab25-697f107c2c80,page_view,2025-08-29 23:24:19,,AU,desktop,referral
b8356c6a-46f9-4fab-8682-c2dc4ec63747,65358ee2-879a-4d13-b19f-cd9b693712f0,d6b4f1d1-fbe2-4e06-96b0-935f2f4d1153,add_to_cart,2025-04-16 14:50:14,P1365,VN,android,paid_search
dc2bdfc5-90ea-4793-92b9-09fdad49da5e,8003226f-f345-49ba-8f88-ef4cefd37627,2b564918-2a60-41da-8aa0-74af74895deb,product_view,2025-09-06 15:21:45,P1108,ID,android,organic
c838d9a4-6135-4560-9c63-e6a031e9456b,df5e14af-c099-4055-9c0c-ffb1969dd966,ff35ed4e-9850-4a1d-9a00-edea241c2ec7,page_view,2025-04-20 5:22:47,,VN,IOS,referral
67afc53c-243d-44b7-aa3c-1f6a1818fcd0,e6694844-5935-441f-8ee8-8b9dd7d5e04e,7a0110f7-3957-494b-b17a-32a40a7e9844,login,2025-06-10 3:11:30,,ID,android,social
f24976b7-b21d-4f07-97bf-32a4447dad10,20934efc-4466-4e46-8b8e-0bf80cb5fe2f,f8812183-9dff-459e-b44b-14c264d7072a,page_view,2025-09-07 20:49:48,,SG,IOS,direct
31bfac8d-c629-425c-b35e-f1e02d9bb3ac,aba8386a-c269-4ffe-875d-4918fe66b1af,1830b302-3aeb-4408-b7c1-e56d8aa14901,search,2025-06-14 3:49:35,,PH,android,referral
52dd1385-3bbd-478f-86b9-35d96cf5c30a,23a09cc7-19df-4368-bfbf-2c3aa4979bb6,3bafad2c-a2ea-452f-9b26-ccdc2c8bace5,product_view,2025-07-12 16:34:47,P1100,ID,IOS,paid_search
a8b1b61b-b790-4a79-87eb-7174b3531596,9ab7ba0a-d05f-43d4-8fd9-e579f063c2e4,8e31882a-f07d-4f1e-99ed-5285b6122f9f,logout,2025-06-25 21:38:49,,ID,android,social
710b613b-8343-4ce0-9686-6264f1ce6291,a359fdfd-df2a-4122-9bb6-b27b127ef5d3,0a71ed7b-93d2-420a-8a86-cc112a71d059,page_view,2025-08-05 12:39:03,,ID,IOS,email
7cd48d38-f30e-4a7f-92b2-008c248f3653,500f1669-0f62-46d0-ac71-b31d5c08f97e,63d8858c-e32f-48f7-890a-3bace6aa028c,product_view,2025-08-07 12:15:34,P1490,US,android,referral
cdad76a4-9fc8-49ab-9e32-c688f1afb44d,713cef60-e51d-478f-8ebc-8590ff6bf3db,f023b747-2907-4200-8729-cb3d1aeea460,login,2025-07-05 0:53:10,,ID,IOS,organic
00d4956d-ca76-4229-a28a-496e623d5ec1,396d709d-bf79-406c-abde-3c64a3fb6cbf,00f78d22-aba0-4042-9255-0bca335c5241,page_view,2025-05-04 20:53:02,,VN,IOS,organic
dbbcbbe1-4112-4f72-a476-31798b074dfb,7fb47fed-f9a6-42c6-80e8-1e8155ae4b0e,b77b4c59-7f69-4734-aeb4-fb5f2388522a,page_view,2025-05-02 22:06:30,,TH,IOS,social
e949c4e5-1228-4657-af15-2891744b959a,bf858fe1-e0e8-4a1f-8d64-00c62f2923df,5413cc8e-195b-44f3-bb48-af47e4859c7a,add_to_cart,2025-09-08 6:11:22,P1442,ID,android,referral
242f87f4-3048-47e1-a3c1-da013b55fcf1,5ec48efd-845e-4a5e-880c-b8ddc864b10f,b4ca8f39-6031-44c0-a664-db26e0a846a9,login,2025-08-13 12:14:12,,ID,desktop,paid_search
302279ef-8753-44ba-8862-36d2fe6a3d54,c402169a-b6c7-4f43-b087-19e8aaff14ea,f0271c53-919b-4da9-a194-c22c71ede250,logout,2025-08-02 23:08:48,,AU,IOS,email
fa379e64-8f0f-423d-ada1-4f051311c4c3,5e12cb8f-0db9-4bcc-8395-021077c542a2,45262596-2e5d-4911-87fe-7453ab60ac6b,login,2025-03-31 17:24:30,,ID,IOS,social
108c77ee-341f-4de0-a1d5-3e2d91c68271,a465aa7c-b2c2-4fa2-96ef-654fd28aa5f0,f990df66-9f10-4940-ac72-96f9da84facd,login,2025-03-31 15:35:01,,VN,IOS,direct
8edf6a26-0b8a-468a-beb5-1559c69a92b7,8731244f-12b5-4a27-bf67-1d131b188631,26ad80b7-6243-44f8-9e60-f56a65a77678,page_view,2025-07-17 6:26:17,,MY,desktop,paid_search
cb01e2e2-1fc6-441d-809e-662ff37b7cd1,4190b641-db61-4d85-b21e-869835c47d1e,9276ac12-94e9-4595-ad7a-8c725bb98d4a,page_view,2025-04-07 23:27:29,,ID,android,social
d3c8ab4c-0915-4c37-a6fd-d551aac80294,7bd4ec6e-dc0a-4f4f-999e-5b8bd7063b08,1b5a7877-bf2c-4bc5-8748-7610e0dfdcc9,page_view,2025-06-20 5:13:41,,ID,android,social
ec72ca63-73aa-4d8d-85b7-4c6b99e66034,f66c64c3-c6ba-4152-a111-c3422e6e9cf8,f11b4900-1600-43f9-8c1c-ba57be0308ab,search,2025-06-20 0:33:49,,SG,IOS,paid_search
239fe142-2c57-42fb-b76d-2dc4e973514b,4d41ca3a-4223-43e6-a6f7-837467dc5e6a,86c13d90-a59f-48ab-9c21-3e53fa7aafd1,page_view,2025-05-22 10:55:19,,ID,IOS,social
fcf141a5-303c-4e4e-a6be-f64a9d8e0c2a,a954256f-fe54-4583-ab29-77744a3b0fbc,b4f86068-e776-4ac6-82d0-c8af731162da,search,2025-04-17 18:12:49,,US,IOS,direct
4347f6db-b760-4cf5-8b1f-91943be0a13e,b4a1599a-e9ce-4ea4-a9f9-1f417bb70407,2e35d733-5f8a-4b9f-b62a-f179d720d75f,checkout,2025-05-25 7:49:10,P1350,AU,android,referral
c73bc260-9cad-4576-8725-023087cdc372,2756f4d9-b775-4e24-9001-ec90dd3052bd,0ff32098-d0d1-4cfd-9f99-4cfe5acb7f4e,page_view,2025-09-14 5:36:12,,US,IOS,direct
17df4707-a711-46bb-a8b2-888d8feec407,3f60d5bf-99ad-4d08-a8d0-baf7948706c8,d1ea0fca-113d-48f0-bc10-dc9a97e2d5e3,product_view,2025-07-22 3:15:18,P1178,ID,IOS,social
f6f8d6fb-8e24-4c0a-9442-f80df2242735,63fa9664-0415-4831-a1ee-c77311f0c022,5c9afea3-766a-42e1-84ad-488878a53240,page_view,2025-06-23 20:13:48,,SG,android,direct
e253dad3-0a1a-4917-9925-45d49e7978f5,6b07c188-163e-4412-a1c2-f381a4be539a,6841ac85-d883-4444-afa6-02377fe8aa25,page_view,2025-08-12 10:48:57,,ID,IOS,social
3010fca2-d0ed-41bf-be5b-a6dc8e48d408,6822f976-6edc-437b-b654-5b35ed1957e7,fd98f6a7-a959-40b8-8f30-7dca016f35c9,page_view,2025-07-27 16:43:54,,US,IOS,email
ec70e953-18df-4445-92fc-593a2810174a,7d297f70-6609-4373-8b7f-af92f652c2f7,0a2e56e3-d7c4-44fb-a416-a8d00acb8c3f,purchase,2025-07-16 16:20:35,P1170,TH,android,social
9df99f92-7a25-47cc-b739-964c58363b95,a39c4d17-c34e-41c1-b078-942fe371230e,61e56d41-79d4-4d26-9b10-e7cd1e066f14,purchase,2025-06-30 12:56:44,P1170,ID,IOS,paid_search
023d9600-f45c-400c-bba3-686a30b90203,c1156a48-82ea-4512-a945-e593951a4cce,b8e2caac-27bd-4942-ae81-b933d7ee3dc7,product_view,2025-07-12 22:25:44,P1033,ID,android,referral
7c656cf8-5f7e-4eb3-95e0-1cd8d30ef9cd,b88f9614-e65a-4866-80f2-835a8e7046bd,147435ed-5099-4eb2-aad7-adb5334fd537,checkout,2025-07-01 21:09:37,P1455,US,IOS,paid_search
dd610085-e7f5-4383-9eab-8acffdd0b365,2a102ab2-84ae-435a-a824-8947890ea20b,dccd94b8-9f13-47ea-adf1-11934790ba2c,page_view,2025-05-13 4:44:24,,VN,desktop,paid_search
868aea11-ed7c-42f6-8b23-3ba993ddcd76,2b34b993-365b-4a08-b67d-1f31f9dee022,9148b8cc-dedb-4021-8ae5-3ae508cbb14b,search,2025-04-07 22:05:43,,US,IOS,paid_search
7c332a45-390d-48c8-a1c1-1caaab660345,36459bcf-ef44-41c2-b8c2-93b562fd8776,ba70fc13-1d86-4a4a-880b-8fdfbe64ac84,search,2025-09-18 23:20:28,,PH,android,paid_search
758d0d79-67bd-4951-a7b4-66731070f365,f42f353e-8a96-446b-81e0-fd1691cc2855,dd237622-35ee-4b7f-9cb1-02befb260338,page_view,2025-09-07 16:24:20,,SG,IOS,
75cee75c-ba48-4fe8-922a-244f610923e6,d7137977-ffb1-45cc-aceb-6bda6cadb132,669ec7e8-90cd-4a1e-bf64-597f50396edd,page_view,2025-05-31 1:04:16,,US,IOS,paid_search
b89e6a0c-82c4-4d1b-b90e-71e037b10087,855ecc62-b630-45b4-9c24-9d0bf0275e48,7d3bba37-3fd8-4095-a9fb-f8e5d0038e9e,product_view,2025-07-12 2:07:53,P1123,ID,android,email
9fa27c6d-9267-4b83-b03c-9a28130b1d8b,156b5909-7b1a-4553-9744-a8366518105d,c68e2fb3-21d9-4b4d-a9f0-e6b5b68574ec,product_view,2025-04-12 11:14:49,,MY,android,direct
d9e34b3e-3876-4981-bccb-e5ab1c0e88f5,75fdb30e-dc6a-4ff3-808d-cfc9ea716342,359f4e1c-c21f-4642-8546-3638571fb52d,page_view,2025-06-01 1:03:40,,SG,android,social
76b10cb1-803e-4aec-83df-54ecbf1039b8,114d2163-995c-4751-b725-47b430ef0f7d,8df68939-4e7d-4e1a-8554-151c119d7408,product_view,2025-04-09 2:31:59,P1007,PH,desktop,organic
340cd305-c768-4c68-bdf3-d8705c59869e,c1156a48-82ea-4512-a945-e593951a4cce,25dd24a4-a8fc-4069-ab8e-ea9d85f702c4,add_to_cart,2025-07-13 19:36:32,P1099,MY,IOS,social
bc4e12c5-eb88-4af5-94c1-7e39ea03050c,0456b05a-b5fe-4498-baeb-21eb6b6056ca,76e46530-3725-461a-9756-4056b8c890d6,page_view,2025-05-04 5:42:56,,PH,IOS,email
71d3b9ae-5de0-4765-933f-1b90370469c4,0a75e9bd-f672-46a9-ae3e-8891bb114f6d,0d295cbe-220c-421d-ab75-7b37522c5528,page_view,2025-09-17 12:05:17,,AU,IOS,referral
689712b3-9822-4380-9aae-ec210adf52ff,b5360b5d-1f31-40b4-a80a-97c30623bba5,8715cf57-d46c-4d1d-a502-0ce8e27e936b,add_to_cart,2025-04-17 13:53:17,P1082,US,android,direct
6a65098e-8deb-4424-80f3-180ffa5e858c,1be5f5f4-10e3-407e-a5f3-4d16f1f25bae,745affc4-f390-43ae-95b9-3aedf3a3ac9e,product_view,2025-06-20 12:21:38,P1408,PH,IOS,referral
12b5f4da-f411-40c6-9791-67c01bc084f2,ee1fe962-a924-4b0a-a814-4f2d3ea5cca2,b7bf4399-ed66-4b54-b03e-3c42fc741668,product_view,2025-04-27 20:54:12,P1161,ID,android,direct
07c5fd36-15d0-446f-beea-f14d00cb3234,6e05eff2-e3ab-4f1c-a4f6-54c8e09252f3,21ee8929-5d88-4547-8b1a-e1f35e992d63,purchase,2025-08-03 3:05:45,P1277,US,android,organic
b1753e3f-5111-425b-8456-837ca07ddb97,44286823-8c49-4641-adad-2ce5a9c2a5f1,fc26946e-4899-4987-815b-3dce9b619687,page_view,2025-04-25 3:53:06,,AU,android,email
813d8953-b659-4149-bdec-c1316ceb4caa,6e6b52ea-0e99-40da-aa7c-3e54b8c1a08e,2209fbd2-74fb-48f3-bfdd-a49ee899df93,checkout,2025-07-03 6:15:01,P1068,VN,IOS,social
1a215a98-7936-40cb-bc7a-57b8dc16ce83,2be79144-d318-452a-8e6d-0ffda4edc003,b341916a-b8d2-41dc-8d2e-56fca8155f2d,product_view,2025-08-11 12:27:55,P1314,US,desktop,referral
